Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.,,,,,,
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees),,,,,,
1,11263.7,0,56:13.3,02:30.1,3.33,00:00.0,0,23,1096,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2104768,0.1329688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1317.5,0,07:38.2,02:33.3,3.26,00:00.0,0,8.5,118,20.6,0,---,---,---,---,---,---,---,---,---,---,52.2182359,0.1492159,,,,,,
1,1338,0,07:44.9,02:40.2,3.12,00:00.0,0,9,119,20.5,0,---,---,---,---,---,---,---,---,---,---,52.2183195,0.1494838,,,,,,
1,1364.3,0,07:54.2,05:16.4,1.58,00:00.0,0,34.5,120,26.3,0,---,---,---,---,---,---,---,---,---,---,52.218491,0.1500504,,,,,,
1,1375.8,0,07:58.8,03:22.4,2.47,00:00.0,0,10,121,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2185338,0.1502042,,,,,,
1,1396,0,08:06.4,03:09.3,2.64,00:00.0,0,8,122,20.2,0,---,---,---,---,---,---,---,---,---,---,52.2185848,0.150489,,,,,,
1,1432.1,0,08:19.4,03:01.8,2.75,00:00.0,0,11,123,36,0,---,---,---,---,---,---,---,---,---,---,52.2186842,0.1510629,,,,,,
1,1451.2,0,08:26.4,02:59.2,2.79,00:00.0,0,9,124,19.1,0,---,---,---,---,---,---,---,---,---,---,52.2187274,0.1513346,,,,,,
1,1468,0,08:32.0,02:56.0,2.84,00:00.0,0,10,125,16.8,0,---,---,---,---,---,---,---,---,---,---,52.2187663,0.1515731,,,,,,
1,1487,0,08:38.5,02:51.2,2.92,00:00.0,0,9,126,18.9,0,---,---,---,---,---,---,---,---,---,---,52.2188177,0.1518376,,,,,,
1,1507.4,0,08:45.2,02:49.4,2.95,00:00.0,0,8.5,127,20.4,0,---,---,---,---,---,---,---,---,---,---,52.2188852,0.152115,,,,,,
1,1533.9,0,08:54.8,05:28.9,1.52,00:00.0,0,33.5,128,26.5,0,---,---,---,---,---,---,---,---,---,---,52.2191988,0.1531527,,,,,,
1,1544.8,0,08:59.2,03:23.2,2.46,00:00.0,0,11.5,129,11,0,---,---,---,---,---,---,---,---,---,---,52.219249,0.1532909,,,,,,
1,1562.8,0,09:05.8,03:07.2,2.67,00:00.0,0,9.5,130,17.9,0,---,---,---,---,---,---,---,---,---,---,52.219331,0.1535171,,,,,,
1,1580,0,09:11.8,02:59.8,2.78,00:00.0,0,10,131,17.2,0,---,---,---,---,---,---,---,---,---,---,52.2194138,0.1537306,,,,,,
1,1596.8,0,09:17.8,02:56.0,2.84,00:00.0,0,10,132,16.9,0,---,---,---,---,---,---,---,---,---,---,52.2194954,0.1539389,,,,,,
1,1613.3,0,09:23.6,02:57.3,2.82,00:00.0,0,10,133,16.5,0,---,---,---,---,---,---,---,---,---,---,52.2195746,0.1541429,,,,,,
1,1630.8,0,09:29.6,02:54.8,2.86,00:00.0,0,10,134,17.5,0,---,---,---,---,---,---,---,---,---,---,52.2196447,0.1543722,,,,,,
1,1669.1,0,09:43.4,03:07.2,2.67,00:00.0,0,10,135,38.3,0,---,---,---,---,---,---,---,---,---,---,52.2198903,0.1551984,,,,,,
1,1687.7,0,09:49.8,03:00.5,2.77,00:00.0,0,9,136,18.6,0,---,---,---,---,---,---,---,---,---,---,52.2199697,0.1554378,,,,,,
1,1704.7,0,09:55.8,02:55.4,2.85,00:00.0,0,10,137,17,0,---,---,---,---,---,---,---,---,---,---,52.22003,0.1556665,,,,,,
1,1716,0,09:59.6,02:53.0,2.89,00:00.0,0,15.5,138,11.3,0,---,---,---,---,---,---,---,---,---,---,52.2200663,0.155821,,,,,,
1,1727.7,0,10:03.4,02:47.7,2.98,00:00.0,0,16.5,139,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2200984,0.1559846,,,,,,
1,1737.7,0,10:06.6,02:41.2,3.1,00:00.0,0,17,140,10,0,---,---,---,---,---,---,---,---,---,---,52.2201335,0.1561205,,,,,,
1,1749.6,0,10:10.2,02:30.6,3.32,00:00.0,0,17,141,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2201674,0.1562851,,,,,,
1,1760.6,0,10:13.6,02:35.7,3.21,00:00.0,0,18,142,11,0,---,---,---,---,---,---,---,---,---,---,52.2201686,0.1564464,,,,,,
1,1771.4,0,10:17.0,02:45.0,3.03,00:00.0,0,17.5,143,10.9,0,---,---,---,---,---,---,---,---,---,---,52.220162,0.1566054,,,,,,
1,1783.2,0,10:20.4,02:40.7,3.11,00:00.0,0,17.5,144,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2201707,0.1567771,,,,,,
1,1797.6,0,10:23.8,02:24.5,3.46,00:00.0,0,17.5,145,14.4,0,---,---,---,---,---,---,---,---,---,---,52.2202037,0.1569811,,,,,,
1,1811.2,0,10:27.2,02:11.2,3.81,00:00.0,0,17.5,146,13.7,0,---,---,---,---,---,---,---,---,---,---,52.2202221,0.157179,,,,,,
1,1825.5,0,10:30.8,02:11.5,3.8,00:00.0,0,17.5,147,14.3,0,---,---,---,---,---,---,---,---,---,---,52.2202447,0.1573856,,,,,,
1,1838.5,0,10:34.2,02:11.5,3.8,00:00.0,0,17,148,12.9,0,---,---,---,---,---,---,---,---,---,---,52.2202693,0.1575707,,,,,,
1,1852.2,0,10:37.6,02:11.2,3.81,00:00.0,0,17,149,13.8,0,---,---,---,---,---,---,---,---,---,---,52.2202966,0.1577673,,,,,,
1,1865.7,0,10:41.0,02:10.2,3.84,00:00.0,0,18,150,13.5,0,---,---,---,---,---,---,---,---,---,---,52.2203243,0.1579602,,,,,,
1,1878.2,0,10:44.2,02:09.5,3.86,00:00.0,0,18,151,12.5,0,---,---,---,---,---,---,---,---,---,---,52.2203482,0.1581392,,,,,,
1,1890.7,0,10:47.4,02:09.1,3.87,00:00.0,0,19,152,12.5,0,---,---,---,---,---,---,---,---,---,---,52.2203691,0.1583195,,,,,,
1,1900.5,0,10:49.8,02:08.2,3.9,00:00.0,0,24.5,153,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2203852,0.1584603,,,,,,
1,1910,0,10:52.2,02:02.5,4.08,00:00.0,0,26.5,154,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2204088,0.1585949,,,,,,
1,1919.9,0,10:54.2,01:53.6,4.4,00:00.0,0,29.5,155,9.9,0,---,---,---,---,---,---,---,---,---,---,52.220428,0.1587364,,,,,,
1,1929.3,0,10:56.2,01:49.1,4.58,00:00.0,0,29.5,156,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2204478,0.1588702,,,,,,
1,1938.2,0,10:58.2,01:47.0,4.67,00:00.0,0,29.5,157,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2204683,0.158996,,,,,,
1,1948.6,0,11:00.2,01:44.1,4.8,00:00.0,0,30.5,158,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2204889,0.1591451,,,,,,
1,1958.5,0,11:02.2,01:43.5,4.83,00:00.0,0,29.5,159,9.9,0,---,---,---,---,---,---,---,---,---,---,52.22051,0.1592855,,,,,,
1,1968.5,0,11:04.4,01:43.5,4.83,00:00.0,0,28.5,160,10,0,---,---,---,---,---,---,---,---,---,---,52.22053,0.1594285,,,,,,
1,1979.1,0,11:06.4,01:42.0,4.9,00:00.0,0,28.5,161,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2205443,0.1595834,,,,,,
1,1989,0,11:08.4,01:42.2,4.89,00:00.0,0,29.5,162,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2205621,0.1597259,,,,,,
1,1999.6,0,11:10.6,01:42.8,4.86,00:00.0,0,28.5,163,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2205834,0.1598766,,,,,,
1,2009.4,0,11:12.6,01:42.8,4.86,00:00.0,0,29.5,164,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2206074,0.1600155,,,,,,
1,2019.2,0,11:14.6,01:43.9,4.81,00:00.0,0,28.5,165,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2206322,0.1601527,,,,,,
1,2029.8,0,11:16.8,01:44.3,4.79,00:00.0,0,29.5,166,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2206544,0.1603032,,,,,,
1,2039.3,0,11:18.8,01:43.7,4.82,00:00.0,0,29.5,167,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2206791,0.1604374,,,,,,
1,2048.9,0,11:20.8,01:45.0,4.76,00:00.0,0,29.5,168,9.6,0,---,---,---,---,---,---,---,---,---,---,52.220708,0.1605703,,,,,,
1,2059.2,0,11:23.0,01:46.1,4.71,00:00.0,0,28.5,169,10.3,0,---,---,---,---,---,---,---,---,---,---,52.22074,0.1607118,,,,,,
1,2070.8,0,11:25.6,01:47.7,4.64,00:00.0,0,24.5,170,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2207807,0.1608674,,,,,,
1,2081.4,0,11:28.4,01:54.9,4.35,00:00.0,0,20,171,10.6,0,---,---,---,---,---,---,---,---,---,---,52.220813,0.161014,,,,,,
1,2094.3,0,11:31.8,02:05.9,3.97,00:00.0,0,19.5,172,13,0,---,---,---,---,---,---,---,---,---,---,52.2208574,0.1611899,,,,,,
1,2106.1,0,11:35.2,02:16.6,3.66,00:00.0,0,16.5,173,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2208992,0.1613476,,,,,,
1,2117.9,0,11:38.6,02:22.4,3.51,00:00.0,0,17.5,174,11.9,0,---,---,---,---,---,---,---,---,---,---,52.220933,0.161513,,,,,,
1,2130.5,0,11:42.2,02:24.0,3.47,00:00.0,0,16.5,175,12.5,0,---,---,---,---,---,---,---,---,---,---,52.220979,0.1616804,,,,,,
1,2142.4,0,11:45.6,02:23.6,3.48,00:00.0,0,17,176,12,0,---,---,---,---,---,---,---,---,---,---,52.2210206,0.1618421,,,,,,
1,2154.9,0,11:49.3,02:21.2,3.54,00:00.0,0,16.5,177,12.5,0,---,---,---,---,---,---,---,---,---,---,52.2210742,0.1620037,,,,,,
1,2168.4,0,11:52.8,02:18.1,3.62,00:00.0,0,17,178,13.4,0,---,---,---,---,---,---,---,---,---,---,52.2211253,0.162182,,,,,,
1,2181.8,0,11:56.6,02:17.3,3.64,00:00.0,0,16.5,179,13.5,0,---,---,---,---,---,---,---,---,---,---,52.2211811,0.1623575,,,,,,
1,2194.8,0,12:00.2,02:18.5,3.61,00:00.0,0,16.5,180,13,0,---,---,---,---,---,---,---,---,---,---,52.2212325,0.1625278,,,,,,
1,2207.9,0,12:03.8,02:18.8,3.6,00:00.0,0,16,181,13.1,0,---,---,---,---,---,---,---,---,---,---,52.2212804,0.1627039,,,,,,
1,2221.2,0,12:07.5,02:18.8,3.6,00:00.0,0,16.5,182,13.2,0,---,---,---,---,---,---,---,---,---,---,52.2213235,0.162885,,,,,,
1,2235.4,0,12:11.4,02:18.8,3.6,00:00.0,0,16,183,14.2,0,---,---,---,---,---,---,---,---,---,---,52.221375,0.1630748,,,,,,
1,2248,0,12:15.0,02:21.2,3.54,00:00.0,0,16.5,184,12.6,0,---,---,---,---,---,---,---,---,---,---,52.2214179,0.1632453,,,,,,
1,2260.4,0,12:18.6,02:24.0,3.47,00:00.0,0,15.5,185,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2214612,0.1634124,,,,,,
1,2272.8,0,12:22.3,02:22.4,3.51,00:00.0,0,17.5,186,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2215038,0.1635812,,,,,,
1,2285.1,0,12:25.5,02:18.5,3.61,00:00.0,0,18.5,187,12.3,0,---,---,---,---,---,---,---,---,---,---,52.2215473,0.1637471,,,,,,
1,2296.8,0,12:28.6,02:15.5,3.69,00:00.0,0,18.5,188,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2215887,0.1639052,,,,,,
1,2309.5,0,12:32.0,02:14.4,3.72,00:00.0,0,18.5,189,12.6,0,---,---,---,---,---,---,---,---,---,---,52.2216382,0.1640719,,,,,,
1,2336.3,0,12:42.1,14:07.4,0.59,00:00.0,0,24.5,190,26.8,0,---,---,---,---,---,---,---,---,---,---,52.2219158,0.1647596,,,,,,
1,2338.7,0,12:43.5,05:40.1,1.47,00:00.0,0,35,191,2.4,0,---,---,---,---,---,---,---,---,---,---,52.2219052,0.1647283,,,,,,
1,2346.6,0,12:46.1,03:29.2,2.39,00:00.0,0,23,192,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2218734,0.1646256,,,,,,
1,2354.7,0,12:48.3,02:48.3,2.97,00:00.0,0,27.5,193,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2218392,0.1645196,,,,,,
1,2362.8,0,12:50.3,02:17.7,3.63,00:00.0,0,28.5,194,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2218096,0.1644111,,,,,,
1,2371.7,0,12:52.5,02:02.5,4.08,00:00.0,0,29.5,195,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2217736,0.1642956,,,,,,
1,2381.3,0,12:54.5,01:54.6,4.36,00:00.0,0,29.5,196,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2217368,0.1641678,,,,,,
1,2390,0,12:56.5,01:53.6,4.4,00:00.0,0,29.5,197,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2217048,0.1640506,,,,,,
1,2398.5,0,12:58.5,01:54.1,4.38,00:00.0,0,28.5,198,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2216721,0.163939,,,,,,
1,2409.4,0,13:00.7,01:48.6,4.6,00:00.0,0,29.5,199,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2216284,0.1637951,,,,,,
1,2418.7,0,13:02.7,01:44.3,4.79,00:00.0,0,28.5,200,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2215919,0.1636724,,,,,,
1,2428.3,0,13:04.7,01:44.1,4.8,00:00.0,0,29.5,201,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2215543,0.1635469,,,,,,
1,2437.9,0,13:06.7,01:43.5,4.83,00:00.0,0,29.5,202,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2215159,0.1634193,,,,,,
1,2447.6,0,13:08.7,01:44.1,4.8,00:00.0,0,29.5,203,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2214783,0.1632912,,,,,,
1,2458.3,0,13:10.9,01:44.3,4.79,00:00.0,0,29.5,204,10.7,0,---,---,---,---,---,---,---,---,---,---,52.2214336,0.1631524,,,,,,
1,2468,0,13:12.9,01:42.8,4.86,00:00.0,0,29.5,205,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2213931,0.1630276,,,,,,
1,2477.4,0,13:14.9,01:43.0,4.85,00:00.0,0,30.5,206,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2213574,0.1629029,,,,,,
1,2486.9,0,13:16.9,01:44.3,4.79,00:00.0,0,29.5,207,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2213221,0.1627761,,,,,,
1,2496.3,0,13:18.9,01:44.3,4.79,00:00.0,0,29.5,208,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2212863,0.162651,,,,,,
1,2505.8,0,13:20.9,01:45.4,4.74,00:00.0,0,29.5,209,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2212493,0.1625254,,,,,,
1,2515.2,0,13:22.9,01:46.1,4.71,00:00.0,0,29.5,210,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2212137,0.1623996,,,,,,
1,2525.6,0,13:25.1,01:44.6,4.78,00:00.0,0,29.5,211,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2211719,0.1622637,,,,,,
1,2534.7,0,13:27.1,01:45.9,4.72,00:00.0,0,29.5,212,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2211374,0.1621428,,,,,,
1,2544,0,13:29.1,01:47.0,4.67,00:00.0,0,29.5,213,9.3,0,---,---,---,---,---,---,---,---,---,---,52.221104,0.1620173,,,,,,
1,2553.4,0,13:31.1,01:46.1,4.71,00:00.0,0,28.5,214,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2210713,0.1618901,,,,,,
1,2563.5,0,13:33.3,01:46.3,4.7,00:00.0,0,28.5,215,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2210405,0.1617513,,,,,,
1,2572.6,0,13:35.3,01:48.4,4.61,00:00.0,0,29.5,216,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2210141,0.1616249,,,,,,
1,2581.8,0,13:37.5,01:49.6,4.56,00:00.0,0,29.5,217,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2209821,0.161501,,,,,,
1,2591.7,0,13:39.5,01:48.2,4.62,00:00.0,0,29.5,218,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2209474,0.1613672,,,,,,
1,2600.9,0,13:41.5,01:49.6,4.56,00:00.0,0,29.5,219,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2209114,0.1612458,,,,,,
1,2609.4,0,13:43.5,01:50.1,4.54,00:00.0,0,29.5,220,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2208838,0.1611294,,,,,,
1,2618.6,0,13:45.3,01:46.1,4.71,00:00.0,0,30.5,221,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2208549,0.1610033,,,,,,
1,2627.8,0,13:47.3,01:47.7,4.64,00:00.0,0,29.5,222,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2208226,0.1608796,,,,,,
1,2637.2,0,13:49.5,01:48.4,4.61,00:00.0,0,29.5,223,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2207905,0.160752,,,,,,
1,2646.9,0,13:51.5,01:48.6,4.6,00:00.0,0,30.5,224,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2207637,0.1606166,,,,,,
1,2656.2,0,13:53.5,01:49.8,4.55,00:00.0,0,29.5,225,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2207417,0.1604855,,,,,,
1,2664,0,13:55.5,01:51.3,4.49,00:00.0,0,29.5,226,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2207271,0.1603728,,,,,,
1,2673,0,13:57.3,01:52.1,4.46,00:00.0,0,30.5,227,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2207074,0.1602456,,,,,,
1,2683.1,0,13:59.5,01:49.4,4.57,00:00.0,0,29.5,228,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2206763,0.1601058,,,,,,
1,2691.2,0,14:01.5,01:47.9,4.63,00:00.0,0,30.5,229,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2206521,0.1599935,,,,,,
1,2700.7,0,14:03.5,01:51.6,4.48,00:00.0,0,29.5,230,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2206269,0.1598614,,,,,,
1,2709.4,0,14:05.5,01:54.4,4.37,00:00.0,0,29.5,231,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2206073,0.1597375,,,,,,
1,2717.7,0,14:07.5,01:51.8,4.47,00:00.0,0,29.5,232,8.3,0,---,---,---,---,---,---,---,---,---,---,52.220588,0.1596192,,,,,,
1,2727.6,0,14:09.5,01:51.8,4.47,00:00.0,0,29.5,233,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2205651,0.1594795,,,,,,
1,2736.6,0,14:11.5,01:50.6,4.52,00:00.0,0,30.5,234,9,0,---,---,---,---,---,---,---,---,---,---,52.2205484,0.1593499,,,,,,
1,2744.8,0,14:13.5,01:49.1,4.58,00:00.0,0,29.5,235,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2205318,0.1592327,,,,,,
1,2754.7,0,14:15.5,01:48.9,4.59,00:00.0,0,31,236,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2205075,0.1590928,,,,,,
1,2764.1,0,14:17.5,01:48.9,4.59,00:00.0,0,29.5,237,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2204876,0.1589596,,,,,,
1,2772.5,0,14:19.5,01:47.5,4.65,00:00.0,0,29.5,238,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2204694,0.1588406,,,,,,
1,2782.2,0,14:21.5,01:47.0,4.67,00:00.0,0,30.5,239,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2204502,0.1587014,,,,,,
1,2790.9,0,14:23.5,01:50.1,4.54,00:00.0,0,29.5,240,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2204347,0.1585766,,,,,,
1,2799.3,0,14:25.5,01:50.8,4.51,00:00.0,0,30.5,241,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2204144,0.1584572,,,,,,
1,2808.6,0,14:27.3,01:47.2,4.66,00:00.0,0,29.5,242,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2203986,0.1583229,,,,,,
1,2817.5,0,14:29.3,01:47.5,4.65,00:00.0,0,30.5,243,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203858,0.1581944,,,,,,
1,2826.8,0,14:31.5,01:50.1,4.54,00:00.0,0,30.5,244,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2203676,0.1580621,,,,,,
1,2835.7,0,14:33.3,01:48.9,4.59,00:00.0,0,29.5,245,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203548,0.1579329,,,,,,
1,2845.1,0,14:35.3,01:48.6,4.6,00:00.0,0,30.5,246,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2203389,0.1577981,,,,,,
1,2854.6,0,14:37.5,01:48.2,4.62,00:00.0,0,29.5,247,9.5,0,---,---,---,---,---,---,---,---,---,---,52.220324,0.1576605,,,,,,
1,2863.5,0,14:39.3,01:46.3,4.7,00:00.0,0,30.5,248,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203117,0.1575314,,,,,,
1,2873.1,0,14:41.5,01:48.6,4.6,00:00.0,0,29.5,249,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2203002,0.1573914,,,,,,
1,2883.5,0,14:44.1,01:54.1,4.38,00:00.0,0,23,250,10.4,0,---,---,---,---,---,---,---,---,---,---,52.220291,0.1572394,,,,,,
1,2892.5,0,14:46.6,02:05.0,4,00:00.0,0,22.5,251,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2202847,0.1571087,,,,,,
1,2901.8,0,14:49.5,02:20.8,3.55,00:00.0,0,20,252,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2202657,0.1569764,,,,,,
1,3705.6,0,19:06.0,03:05.1,2.7,00:00.0,0,25.5,320,13.8,0,---,---,---,---,---,---,---,---,---,---,52.2218898,0.1648147,,,,,,
1,3708.4,0,19:07.2,06:24.6,1.3,00:00.0,0,33.5,321,2.7,0,---,---,---,---,---,---,---,---,---,---,52.2218841,0.1647758,,,,,,
1,3715.3,0,19:10.0,03:55.8,2.12,00:00.0,0,22.5,322,6.9,0,---,---,---,---,---,---,---,---,---,---,52.2218635,0.1646794,,,,,,
1,3722.9,0,19:12.4,03:03.8,2.72,00:00.0,0,25.5,323,7.6,0,---,---,---,---,---,---,---,---,---,---,52.2218393,0.1645746,,,,,,
1,3730.9,0,19:14.6,02:30.1,3.33,00:00.0,0,27.5,324,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2218103,0.1644685,,,,,,
1,3739.6,0,19:16.7,02:15.1,3.7,00:00.0,0,28.5,325,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2217783,0.1643512,,,,,,
1,3748.2,0,19:18.8,02:05.6,3.98,00:00.0,0,28.5,326,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2217422,0.1642402,,,,,,
1,3757,0,19:21.0,01:59.3,4.19,00:00.0,0,29.5,327,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2217045,0.1641274,,,,,,
1,3765.7,0,19:22.8,01:54.1,4.38,00:00.0,0,29.5,328,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2216707,0.1640113,,,,,,
1,3774.7,0,19:24.7,01:53.1,4.42,00:00.0,0,32,329,9,0,---,---,---,---,---,---,---,---,---,---,52.2216343,0.1638942,,,,,,
1,3783.2,0,19:26.6,01:51.8,4.47,00:00.0,0,31,330,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2215994,0.1637835,,,,,,
1,3792.4,0,19:28.6,01:46.8,4.68,00:00.0,0,31,331,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2215655,0.1636608,,,,,,
1,3801.7,0,19:30.6,01:46.3,4.7,00:00.0,0,32,332,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2215362,0.163533,,,,,,
1,3811.3,0,19:32.6,01:46.6,4.69,00:00.0,0,30.5,333,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2215058,0.1634008,,,,,,
1,3820.3,0,19:34.3,01:43.7,4.82,00:00.0,0,30.5,334,9,0,---,---,---,---,---,---,---,---,---,---,52.2214776,0.163278,,,,,,
1,3829.5,0,19:36.4,01:40.6,4.97,00:00.0,0,30.5,335,9.2,0,---,---,---,---,---,---,---,---,---,---,52.22145,0.1631501,,,,,,
1,3839,0,19:38.4,01:42.8,4.86,00:00.0,0,30.5,336,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2214178,0.163021,,,,,,
1,3847.8,0,19:40.4,01:46.6,4.69,00:00.0,0,29.5,337,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2213897,0.1628994,,,,,,
1,3856.7,0,19:42.4,01:48.4,4.61,00:00.0,0,29.5,338,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2213608,0.1627791,,,,,,
1,3865.7,0,19:44.4,01:50.6,4.52,00:00.0,0,30.5,339,9,0,---,---,---,---,---,---,---,---,---,---,52.2213307,0.1626565,,,,,,
1,3874.8,0,19:46.4,01:49.1,4.58,00:00.0,0,29.5,340,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2213016,0.1625312,,,,,,
1,3883.9,0,19:48.4,01:48.4,4.61,00:00.0,0,29.5,341,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2212675,0.1624098,,,,,,
1,3893.1,0,19:50.4,01:48.4,4.61,00:00.0,0,29.5,342,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2212302,0.1622895,,,,,,
1,3902.3,0,19:52.4,01:48.6,4.6,00:00.0,0,30.5,343,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2211943,0.1621676,,,,,,
1,3911.2,0,19:54.4,01:48.2,4.62,00:00.0,0,30.5,344,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2211627,0.1620477,,,,,,
1,3919.8,0,19:56.4,01:49.1,4.58,00:00.0,0,29.5,345,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2211326,0.1619323,,,,,,
1,3928.8,0,19:58.4,01:53.1,4.42,00:00.0,0,29.5,346,9,0,---,---,---,---,---,---,---,---,---,---,52.2210984,0.1618128,,,,,,
1,3937.5,0,20:00.4,01:53.1,4.42,00:00.0,0,29.5,347,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2210656,0.1616961,,,,,,
