Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.,,,,,,
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees),,,,,,
1,11263.7,0,56:13.3,02:30.1,3.33,00:00.0,0,23,1096,10.3,0,---,---,---,---,---,---,---,---,---,---,52.2104768,0.1329688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6726.6,0,33:07.8,01:49.8,4.55,00:00.0,0,29.5,650,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2203964,0.1580738,,,,,,
1,6735.7,0,33:09.8,01:50.1,4.54,00:00.0,0,31,651,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2203757,0.1579449,,,,,,
1,6743.9,0,33:11.8,01:50.8,4.51,00:00.0,0,30.5,652,8.2,0,---,---,---,---,---,---,---,---,---,---,52.220365,0.1578251,,,,,,
1,6753.7,0,33:13.8,01:48.6,4.6,00:00.0,0,31,653,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2203548,0.1576832,,,,,,
1,6762.1,0,33:15.6,01:50.3,4.53,00:00.0,0,32,654,8.5,0,---,---,---,---,---,---,---,---,---,---,52.220351,0.1575592,,,,,,
1,6771.1,0,33:17.8,01:50.6,4.52,00:00.0,0,30.5,655,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203387,0.1574299,,,,,,
1,6781.5,0,33:20.2,01:52.6,4.44,00:00.0,0,24.5,656,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2203283,0.1572776,,,,,,
1,6791.1,0,33:22.8,02:03.7,4.04,00:00.0,0,22.5,657,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2203143,0.1571385,,,,,,
1,6800.9,0,33:25.6,02:16.2,3.67,00:00.0,0,21,658,9.8,0,---,---,---,---,---,---,---,---,---,---,52.2202924,0.1569987,,,,,,
1,6827,0,33:39.2,03:42.2,2.25,00:00.0,0,10,659,26,0,---,---,---,---,---,---,---,---,---,---,52.2202257,0.1562137,,,,,,
1,6830.1,0,33:41.4,07:00.1,1.19,00:00.0,0,40,660,3.2,0,---,---,---,---,---,---,---,---,---,---,52.2202146,0.1561712,,,,,,
1,6832.4,0,33:42.8,05:49.6,1.43,00:00.0,0,30,661,2.2,0,---,---,---,---,---,---,---,---,---,---,52.2202082,0.1561403,,,,,,
1,6845.8,0,33:55.4,26:52.9,0.31,00:00.0,0,12,662,13.4,0,---,---,---,---,---,---,---,---,---,---,52.2201481,0.1558058,,,,,,
1,6846.7,0,33:58.9,34:43.3,0.24,00:00.0,0,12.5,663,0.9,0,---,---,---,---,---,---,---,---,---,---,52.22014,0.1558074,,,,,,
1,6848.6,0,34:03.1,28:44.1,0.29,00:00.0,0,23,664,1.9,0,---,---,---,---,---,---,---,---,---,---,52.2201248,0.1558224,,,,,,
1,6850.5,0,34:06.8,23:48.5,0.35,00:00.0,0,16.5,665,1.9,0,---,---,---,---,---,---,---,---,---,---,52.2201164,0.1558527,,,,,,
1,6854.8,0,34:14.6,10:17.2,0.81,00:00.0,0,28.5,666,4.3,0,---,---,---,---,---,---,---,---,---,---,52.2201235,0.1559689,,,,,,
1,6857.1,0,34:15.8,05:33.3,1.5,00:00.0,0,32,667,2.3,0,---,---,---,---,---,---,---,---,---,---,52.2201227,0.1560024,,,,,,
1,6865.9,0,34:19.6,03:51.4,2.16,00:00.0,0,17.5,668,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2201228,0.1561302,,,,,,
1,6874.1,0,34:22.6,03:19.2,2.51,00:00.0,0,18,669,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2201324,0.1562507,,,,,,
1,6881,0,34:25.7,03:22.4,2.47,00:00.0,0,19,670,6.9,0,---,---,---,---,---,---,---,---,---,---,52.220134,0.1563523,,,,,,
1,6888.7,0,34:29.2,03:51.4,2.16,00:00.0,0,19.5,671,7.7,0,---,---,---,---,---,---,---,---,---,---,52.2201182,0.1564639,,,,,,
1,6897.4,0,34:32.0,03:24.9,2.44,00:00.0,0,19.5,672,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2201553,0.1565796,,,,,,
1,6906,0,34:35.2,03:05.8,2.69,00:00.0,0,19.5,673,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2201391,0.1567063,,,,,,
1,6915,0,34:37.8,03:01.8,2.75,00:00.0,0,20.5,674,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2201407,0.156839,,,,,,
1,6926.9,0,34:40.8,02:38.2,3.16,00:00.0,0,21,675,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2201551,0.1570116,,,,,,
1,6937.5,0,34:43.6,02:19.6,3.58,00:00.0,0,20.5,676,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2201699,0.1571651,,,,,,
1,6949.4,0,34:46.6,02:09.5,3.86,00:00.0,0,21,677,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2201848,0.1573371,,,,,,
1,6961.8,0,34:49.6,02:05.3,3.99,00:00.0,0,21,678,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2202046,0.157516,,,,,,
1,6973.5,0,34:52.2,02:04.3,4.02,00:00.0,0,21.5,679,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2202233,0.1576853,,,,,,
1,6985.3,0,34:55.0,02:04.6,4.01,00:00.0,0,21,680,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2202429,0.157856,,,,,,
1,6997.1,0,34:57.8,02:05.9,3.97,00:00.0,0,22.5,681,11.7,0,---,---,---,---,---,---,---,---,---,---,52.2202655,0.158024,,,,,,
1,7005.6,0,34:59.8,02:04.6,4.01,00:00.0,0,27.5,682,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2202785,0.1581479,,,,,,
1,7015.1,0,35:02.0,01:59.9,4.17,00:00.0,0,28.5,683,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2202948,0.1582847,,,,,,
1,7023.8,0,35:04.0,01:56.0,4.31,00:00.0,0,29.5,684,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2203093,0.15841,,,,,,
1,7032.7,0,35:06.0,01:55.4,4.33,00:00.0,0,30.5,685,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203282,0.1585371,,,,,,
1,7041,0,35:07.8,01:53.1,4.42,00:00.0,0,32,686,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2203449,0.1586548,,,,,,
1,7050.4,0,35:09.8,01:48.6,4.6,00:00.0,0,31,687,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2203658,0.1587881,,,,,,
1,7059,0,35:11.6,01:47.9,4.63,00:00.0,0,32,688,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2203846,0.1589104,,,,,,
1,7067.7,0,35:13.6,01:46.8,4.68,00:00.0,0,32,689,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2204041,0.1590342,,,,,,
1,7077.3,0,35:15.4,01:44.1,4.8,00:00.0,0,32,690,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2204238,0.1591709,,,,,,
1,7086.8,0,35:17.4,01:45.0,4.76,00:00.0,0,30.5,691,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2204446,0.159306,,,,,,
1,7097.4,0,35:19.8,01:48.6,4.6,00:00.0,0,24.5,692,10.6,0,---,---,---,---,---,---,---,---,---,---,52.2204676,0.1594569,,,,,,
1,7108.4,0,35:22.6,01:53.8,4.39,00:00.0,0,21.5,693,11,0,---,---,---,---,---,---,---,---,---,---,52.2204933,0.1596128,,,,,,
1,7120.6,0,35:25.6,02:00.7,4.14,00:00.0,0,21.5,694,12.2,0,---,---,---,---,---,---,---,---,---,---,52.2205269,0.1597834,,,,,,
1,7131.8,0,35:28.2,02:06.9,3.94,00:00.0,0,20.5,695,11.2,0,---,---,---,---,---,---,---,---,---,---,52.2205561,0.1599404,,,,,,
1,7142.8,0,35:31.2,02:11.2,3.81,00:00.0,0,19.5,696,11,0,---,---,---,---,---,---,---,---,---,---,52.2205836,0.1600961,,,,,,
1,7154.6,0,35:34.6,02:15.5,3.69,00:00.0,0,20,697,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2206225,0.1602571,,,,,,
1,7165.5,0,35:37.6,02:17.3,3.64,00:00.0,0,19.5,698,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2206529,0.1604082,,,,,,
1,7176.4,0,35:40.6,02:16.9,3.65,00:00.0,0,19,699,10.9,0,---,---,---,---,---,---,---,---,---,---,52.2206788,0.160562,,,,,,
1,7188,0,35:43.7,02:16.6,3.66,00:00.0,0,19,700,11.6,0,---,---,---,---,---,---,---,---,---,---,52.2207147,0.1607217,,,,,,
1,7199.7,0,35:46.8,02:15.1,3.7,00:00.0,0,19,701,11.8,0,---,---,---,---,---,---,---,---,---,---,52.2207564,0.1608805,,,,,,
1,7212.2,0,35:50.2,02:14.4,3.72,00:00.0,0,19,702,12.5,0,---,---,---,---,---,---,---,---,---,---,52.2208042,0.1610464,,,,,,
1,7223.7,0,35:53.4,02:16.9,3.65,00:00.0,0,18.5,703,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2208453,0.1612006,,,,,,
1,7235.2,0,35:56.6,02:18.5,3.61,00:00.0,0,18.5,704,11.5,0,---,---,---,---,---,---,---,---,---,---,52.2208879,0.1613541,,,,,,
1,7255.5,0,36:02.6,02:22.4,3.51,00:00.0,0,10,705,20.3,0,---,---,---,---,---,---,---,---,---,---,52.2209613,0.1616263,,,,,,
1,7283.6,0,36:13.9,03:30.0,2.38,00:00.0,0,16,706,28.1,0,---,---,---,---,---,---,---,---,---,---,52.221183,0.1625899,,,,,,
1,7309.3,0,36:28.7,04:54.1,1.7,00:00.0,0,8,707,25.7,0,---,---,---,---,---,---,---,---,---,---,52.2213825,0.163181,,,,,,
1,7316.4,0,36:32.1,04:36.2,1.81,00:00.0,0,17,708,7,0,---,---,---,---,---,---,---,---,---,---,52.2214062,0.1632764,,,,,,
1,7323.2,0,36:35.1,03:59.2,2.09,00:00.0,0,18,709,6.9,0,---,---,---,---,---,---,---,---,---,---,52.2214258,0.1633721,,,,,,
1,7331.6,0,36:38.3,03:29.2,2.39,00:00.0,0,19,710,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2214521,0.1634872,,,,,,
1,7342,0,36:41.9,03:00.5,2.77,00:00.0,0,17.5,711,10.4,0,---,---,---,---,---,---,---,---,---,---,52.2214863,0.1636285,,,,,,
1,7354.1,0,36:45.3,02:37.2,3.18,00:00.0,0,18,712,12.1,0,---,---,---,---,---,---,---,---,---,---,52.2215299,0.1637911,,,,,,
1,7365.2,0,36:48.5,02:27.0,3.4,00:00.0,0,17.5,713,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2215696,0.1639403,,,,,,
1,7389.8,0,36:58.8,24:30.5,0.34,00:00.0,0,24,714,24.6,0,---,---,---,---,---,---,---,---,---,---,52.2219509,0.1648327,,,,,,
1,7391.6,0,36:59.8,07:00.1,1.19,00:00.0,0,39,715,1.8,0,---,---,---,---,---,---,---,---,---,---,52.2219445,0.1648079,,,,,,
1,7398.2,0,37:02.5,03:55.8,2.12,00:00.0,0,23,716,6.6,0,---,---,---,---,---,---,---,---,---,---,52.2219253,0.1647158,,,,,,
1,7406.3,0,37:04.8,03:03.1,2.73,00:00.0,0,26.5,717,8,0,---,---,---,---,---,---,---,---,---,---,52.2219006,0.1646053,,,,,,
1,7414.1,0,37:06.8,02:26.1,3.42,00:00.0,0,29.5,718,7.8,0,---,---,---,---,---,---,---,---,---,---,52.2218686,0.164503,,,,,,
1,7422.2,0,37:08.8,02:08.5,3.89,00:00.0,0,31,719,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2218367,0.1643955,,,,,,
1,7431.1,0,37:10.8,02:00.1,4.16,00:00.0,0,30.5,720,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2218003,0.1642807,,,,,,
1,7439.5,0,37:12.6,01:53.3,4.41,00:00.0,0,30.5,721,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2217683,0.1641684,,,,,,
1,7448.6,0,37:14.6,01:49.6,4.56,00:00.0,0,31,722,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2217345,0.1640464,,,,,,
1,7457.7,0,37:16.6,01:49.6,4.56,00:00.0,0,30.5,723,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2217043,0.1639224,,,,,,
1,7466.8,0,37:18.6,01:50.8,4.51,00:00.0,0,29.5,724,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2216657,0.1638057,,,,,,
1,7476,0,37:20.6,01:51.1,4.5,00:00.0,0,29.5,725,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2216293,0.1636843,,,,,,
1,7484.5,0,37:22.6,01:50.1,4.54,00:00.0,0,30.5,726,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2215939,0.1635737,,,,,,
1,7493.4,0,37:24.6,01:52.8,4.43,00:00.0,0,29.5,727,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2215651,0.1634535,,,,,,
1,7501.6,0,37:26.5,01:54.4,4.37,00:00.0,0,30.5,728,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2215291,0.1633463,,,,,,
1,7511.2,0,37:28.6,01:52.1,4.46,00:00.0,0,31,729,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2214976,0.1632159,,,,,,
1,7520.3,0,37:30.6,01:51.3,4.49,00:00.0,0,29.5,730,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2214599,0.163098,,,,,,
1,7528.2,0,37:32.5,01:51.3,4.49,00:00.0,0,31,731,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2214319,0.1629914,,,,,,
1,7536.8,0,37:34.4,01:51.6,4.48,00:00.0,0,29.5,732,8.7,0,---,---,---,---,---,---,---,---,---,---,52.221399,0.162876,,,,,,
1,7545.5,0,37:36.4,01:53.1,4.42,00:00.0,0,31,733,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2213711,0.162757,,,,,,
1,7553.4,0,37:38.4,01:54.1,4.38,00:00.0,0,30.5,734,7.9,0,---,---,---,---,---,---,---,---,---,---,52.2213421,0.162651,,,,,,
1,7563,0,37:40.4,01:52.3,4.45,00:00.0,0,30.5,735,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2213003,0.1625281,,,,,,
1,7571.8,0,37:42.4,01:51.6,4.48,00:00.0,0,31,736,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2212698,0.16241,,,,,,
1,7579.1,0,37:44.2,01:51.6,4.48,00:00.0,0,30.5,737,7.4,0,---,---,---,---,---,---,---,---,---,---,52.2212443,0.1623106,,,,,,
1,7588.4,0,37:46.2,01:50.3,4.53,00:00.0,0,30.5,738,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2212132,0.1621839,,,,,,
1,7596.9,0,37:48.2,01:49.8,4.55,00:00.0,0,31,739,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2211805,0.1620705,,,,,,
1,7605.2,0,37:50.2,01:51.3,4.49,00:00.0,0,30.5,740,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2211412,0.1619679,,,,,,
1,7614.1,0,37:52.0,01:51.1,4.5,00:00.0,0,30.5,741,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2211067,0.1618491,,,,,,
1,7622.7,0,37:54.0,01:48.4,4.61,00:00.0,0,31,742,8.6,0,---,---,---,---,---,---,---,---,---,---,52.221075,0.1617346,,,,,,
1,7631.5,0,37:56.3,01:49.6,4.56,00:00.0,0,30.5,743,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2210459,0.1616145,,,,,,
1,7640.1,0,37:58.0,01:51.6,4.48,00:00.0,0,29.5,744,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2210188,0.1614963,,,,,,
1,7648.8,0,37:59.8,01:52.1,4.46,00:00.0,0,30.5,745,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2209738,0.1613925,,,,,,
1,7657.5,0,38:01.8,01:52.1,4.46,00:00.0,0,30.5,746,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2209456,0.161272,,,,,,
1,7666.9,0,38:03.8,01:51.1,4.5,00:00.0,0,29.5,747,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2209157,0.1611441,,,,,,
1,7675.5,0,38:05.8,01:47.7,4.64,00:00.0,0,30.5,748,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2208963,0.1610217,,,,,,
1,7683.8,0,38:07.8,01:50.1,4.54,00:00.0,0,31,749,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2208801,0.1609031,,,,,,
1,7692.4,0,38:09.8,01:55.2,4.34,00:00.0,0,30.5,750,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2208537,0.1607842,,,,,,
1,7700.5,0,38:11.6,01:53.6,4.4,00:00.0,0,30.5,751,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2208247,0.1606743,,,,,,
1,7709.2,0,38:13.6,01:52.3,4.45,00:00.0,0,31,752,8.7,0,---,---,---,---,---,---,---,---,---,---,52.2207958,0.160556,,,,,,
1,7718.1,0,38:15.6,01:52.6,4.44,00:00.0,0,30.5,753,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2207764,0.1604286,,,,,,
1,7726.2,0,38:17.5,01:52.8,4.43,00:00.0,0,29.5,754,8.1,0,---,---,---,---,---,---,---,---,---,---,52.2207513,0.1603174,,,,,,
1,7735.5,0,38:19.6,01:54.1,4.38,00:00.0,0,30.5,755,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2207236,0.1601894,,,,,,
1,7743.9,0,38:21.6,01:56.5,4.29,00:00.0,0,30.5,756,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2207037,0.1600694,,,,,,
1,7752.2,0,38:23.4,01:55.7,4.32,00:00.0,0,31,757,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2206891,0.1599511,,,,,,
1,7760.4,0,38:25.4,01:53.3,4.41,00:00.0,0,29.5,758,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2206623,0.1598379,,,,,,
1,7769.7,0,38:27.4,01:53.3,4.41,00:00.0,0,31,759,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2206213,0.1597195,,,,,,
1,7777.9,0,38:29.4,01:52.8,4.43,00:00.0,0,30.5,760,8.2,0,---,---,---,---,---,---,---,---,---,---,52.2205986,0.1596057,,,,,,
1,7787.4,0,38:31.4,01:52.6,4.44,00:00.0,0,29.5,761,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2205821,0.159469,,,,,,
1,7796,0,38:33.4,01:55.4,4.33,00:00.0,0,29.5,762,8.6,0,---,---,---,---,---,---,---,---,---,---,52.220564,0.1593463,,,,,,
1,7803.5,0,38:35.4,01:58.4,4.22,00:00.0,0,30.5,763,7.5,0,---,---,---,---,---,---,---,---,---,---,52.2205454,0.1592403,,,,,,
1,7812.9,0,38:37.4,01:57.3,4.26,00:00.0,0,29.5,764,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2205239,0.1591069,,,,,,
1,7821.7,0,38:39.4,01:56.0,4.31,00:00.0,0,30.5,765,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2205035,0.1589829,,,,,,
1,7830,0,38:41.3,01:55.2,4.34,00:00.0,0,29.5,766,8.3,0,---,---,---,---,---,---,---,---,---,---,52.2204873,0.158865,,,,,,
1,7839.6,0,38:43.4,01:52.6,4.44,00:00.0,0,30.5,767,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2204739,0.1587247,,,,,,
1,7848,0,38:45.2,01:52.3,4.45,00:00.0,0,31,768,8.4,0,---,---,---,---,---,---,---,---,---,---,52.2204654,0.1586025,,,,,,
1,7856.1,0,38:47.3,01:52.3,4.45,00:00.0,0,29.5,769,8,0,---,---,---,---,---,---,---,---,---,---,52.2204585,0.1584853,,,,,,
1,7865.8,0,38:49.2,01:50.6,4.52,00:00.0,0,32,770,9.8,0,---,---,---,---,---,---,---,---,---,---,52.220441,0.1583448,,,,,,
1,7874.6,0,38:51.2,01:51.1,4.5,00:00.0,0,29.5,771,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2204269,0.1582173,,,,,,
1,7882.9,0,38:53.3,01:52.8,4.43,00:00.0,0,30.5,772,8.3,0,---,---,---,---,---,---,---,---,---,---,52.220417,0.1580969,,,,,,
1,7891.9,0,38:55.0,01:51.8,4.47,00:00.0,0,31,773,9,0,---,---,---,---,---,---,---,---,---,---,52.2204049,0.1579666,,,,,,
1,7900.9,0,38:57.0,01:51.6,4.48,00:00.0,0,29.5,774,8.9,0,---,---,---,---,---,---,---,---,---,---,52.2203856,0.1578393,,,,,,
1,7909.7,0,38:59.3,01:52.3,4.45,00:00.0,0,31,775,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2203776,0.1577108,,,,,,
1,7918.4,0,39:01.0,01:52.3,4.45,00:00.0,0,30.5,776,8.8,0,---,---,---,---,---,---,---,---,---,---,52.220364,0.1575844,,,,,,
1,7927.9,0,39:03.2,01:54.1,4.38,00:00.0,0,30.5,777,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2203476,0.157448,,,,,,
1,7937,0,39:05.6,02:00.4,4.15,00:00.0,0,22.5,778,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2203339,0.1573163,,,,,,
1,7946.6,0,39:08.5,02:14.4,3.72,00:00.0,0,21.5,779,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2203222,0.1571774,,,,,,
1,7955.8,0,39:11.5,02:31.9,3.29,00:00.0,0,20,780,9.2,0,---,---,---,---,---,---,---,---,---,---,52.2203037,0.1570459,,,,,,
1,7964.3,0,39:14.5,02:47.2,2.99,00:00.0,0,19,781,8.6,0,---,---,---,---,---,---,---,---,---,---,52.2202899,0.1569223,,,,,,
1,7973.3,0,39:17.8,02:59.8,2.78,00:00.0,0,19.5,782,9,0,---,---,---,---,---,---,---,---,---,---,52.2202708,0.1567947,,,,,,
1,7982.1,0,39:21.0,03:16.8,2.54,00:00.0,0,18.5,783,8.8,0,---,---,---,---,---,---,---,---,---,---,52.2202251,0.1566953,,,,,,
1,7991.6,0,39:24.2,03:05.8,2.69,00:00.0,0,18.5,784,9.5,0,---,---,---,---,---,---,---,---,---,---,52.2201765,0.1565818,,,,,,
1,7998.7,0,39:27.6,03:13.0,2.59,00:00.0,0,18.5,785,7.1,0,---,---,---,---,---,---,---,---,---,---,52.2201782,0.1564717,,,,,,
1,8008.7,0,39:30.8,03:29.2,2.39,00:00.0,0,17.5,786,9.9,0,---,---,---,---,---,---,---,---,---,---,52.2201535,0.1563331,,,,,,
1,8030.9,0,39:43.3,05:01.2,1.66,00:00.0,0,12.5,787,22.2,0,---,---,---,---,---,---,---,---,---,---,52.2201451,0.1556146,,,,,,
1,8036.9,0,39:47.6,09:09.4,0.91,00:00.0,0,14.5,788,6,0,---,---,---,---,---,---,---,---,---,---,52.2201048,0.1555554,,,,,,
1,8049.3,0,39:57.6,07:42.9,1.08,00:00.0,0,25.5,789,12.4,0,---,---,---,---,---,---,---,---,---,---,52.2200007,0.1556036,,,,,,
1,8051.2,0,39:58.6,05:57.1,1.4,00:00.0,0,30.5,790,1.9,0,---,---,---,---,---,---,---,---,---,---,52.2200081,0.1556295,,,,,,
1,8060.5,0,40:02.4,03:49.3,2.18,00:00.0,0,17,791,9.3,0,---,---,---,---,---,---,---,---,---,---,52.2200409,0.1557549,,,,,,
1,8070.2,0,40:05.6,03:10.8,2.62,00:00.0,0,18.5,792,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2200698,0.1558888,,,,,,
1,8081.3,0,40:09.0,02:41.8,3.09,00:00.0,0,19,793,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2201056,0.1560405,,,,,,
1,8091.8,0,40:12.0,02:28.3,3.37,00:00.0,0,19,794,10.5,0,---,---,---,---,---,---,---,---,---,---,52.2201268,0.1561905,,,,,,
1,8100.9,0,40:15.0,02:35.2,3.22,00:00.0,0,19.5,795,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2201479,0.1563188,,,,,,
1,8107.6,0,40:18.0,03:07.9,2.66,00:00.0,0,19.5,796,6.7,0,---,---,---,---,---,---,---,---,---,---,52.2201503,0.156417,,,,,,
1,8118.4,0,40:21.1,03:03.8,2.72,00:00.0,0,19.5,797,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2201814,0.1565676,,,,,,
1,8129.8,0,40:24.2,02:40.2,3.12,00:00.0,0,19.5,798,11.4,0,---,---,---,---,---,---,---,---,---,---,52.2201675,0.1567399,,,,,,
1,8141.7,0,40:27.2,02:26.6,3.41,00:00.0,0,19.5,799,11.9,0,---,---,---,---,---,---,---,---,---,---,52.2201735,0.1569146,,,,,,
1,8154,0,40:30.4,02:17.3,3.64,00:00.0,0,20,800,12.3,0,---,---,---,---,---,---,---,---,---,---,52.2201899,0.1570932,,,,,,
1,8165.1,0,40:33.2,02:17.3,3.64,00:00.0,0,20,801,11,0,---,---,---,---,---,---,---,---,---,---,52.2202081,0.1572519,,,,,,
1,8174.8,0,40:35.6,02:13.6,3.74,00:00.0,0,25.5,802,9.7,0,---,---,---,---,---,---,---,---,---,---,52.2202278,0.1573908,,,,,,
1,8184.3,0,40:37.8,02:06.5,3.95,00:00.0,0,28.5,803,9.6,0,---,---,---,---,---,---,---,---,---,---,52.2202431,0.1575288,,,,,,
1,8193.3,0,40:39.8,01:59.3,4.19,00:00.0,0,29.5,804,9,0,---,---,---,---,---,---,---,---,---,---,52.2202582,0.1576583,,,,,,
1,8202.4,0,40:42.0,01:55.2,4.34,00:00.0,0,32,805,9.1,0,---,---,---,---,---,---,---,---,---,---,52.2202732,0.1577895,,,,,,
1,8210.9,0,40:43.6,01:52.8,4.43,00:00.0,0,30.5,806,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2202899,0.157911,,,,,,
1,8220.1,0,40:45.6,01:51.3,4.49,00:00.0,0,31,807,9.2,0,---,---,---,---,---,---,---,---,---,---,52.220306,0.1580436,,,,,,
1,8228.6,0,40:47.4,01:50.1,4.54,00:00.0,0,32,808,8.5,0,---,---,---,---,---,---,---,---,---,---,52.2203214,0.1581655,,,,,,
1,8238,0,40:49.4,01:49.4,4.57,00:00.0,0,30.5,809,9.4,0,---,---,---,---,---,---,---,---,---,---,52.2203393,0.1583006,,,,,,
1,8246,0,40:51.1,01:48.6,4.6,00:00.0,0,32,810,7.9,0,---,---,---,---,---,---,---,---,---,---,52.220353,0.1584149,,,,,,
1,8256.1,0,40:53.2,01:47.2,4.66,00:00.0,0,31,811,10.1,0,---,---,---,---,---,---,---,---,---,---,52.2203661,0.1585612,,,,,,
1,8266.9,0,40:55.6,01:48.9,4.59,00:00.0,0,26.5,812,10.8,0,---,---,---,---,---,---,---,---,---,---,52.2203809,0.1587181,,,,,,
1,8278,0,40:58.2,01:54.6,4.36,00:00.0,0,23,813,11.1,0,---,---,---,---,---,---,---,---,---,---,52.2204014,0.1588771,,,,,,
