Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4342.4,0,20:25.9,02:21.2,3.54,00:00.0,0,30.5,526,8.3,0,153,---,---,---,---,---,---,---,---,---,52.236077,0.1735645
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,841.8,0,03:06.0,01:56.8,4.28,00:00.0,0,33.5,118,7.5,0,175,---,---,---,---,---,---,---,---,---,52.2289769,0.1702028
1,847.8,0,03:07.6,01:55.7,4.32,00:00.0,0,36.5,119,6,0,174,---,---,---,---,---,---,---,---,---,52.2289237,0.1701894
1,856.3,0,03:09.4,01:54.9,4.35,00:00.0,0,35,120,8.6,0,173,---,---,---,---,---,---,---,---,---,52.2288481,0.1701643
1,863.3,0,03:11.0,01:53.1,4.42,00:00.0,0,35,121,7,0,174,---,---,---,---,---,---,---,---,---,52.2287867,0.1701443
1,870.8,0,03:12.8,01:52.8,4.43,00:00.0,0,35,122,7.5,0,174,---,---,---,---,---,---,---,---,---,52.2287209,0.1701199
1,877.8,0,03:14.4,01:54.9,4.35,00:00.0,0,37,123,7,0,174,---,---,---,---,---,---,---,---,---,52.2286606,0.1700925
1,885.5,0,03:16.4,01:55.4,4.33,00:00.0,0,34,124,7.7,0,174,---,---,---,---,---,---,---,---,---,52.2285957,0.1700546
1,892.3,0,03:17.8,01:54.6,4.36,00:00.0,0,35,125,6.9,0,174,---,---,---,---,---,---,---,---,---,52.2285383,0.1700168
1,898.4,0,03:19.4,01:56.8,4.28,00:00.0,0,35,126,6.1,0,174,---,---,---,---,---,---,---,---,---,52.2284879,0.1699828
1,906.5,0,03:21.2,01:56.8,4.28,00:00.0,0,35,127,8.1,0,174,---,---,---,---,---,---,---,---,---,52.2284202,0.1699383
1,914,0,03:23.0,01:57.9,4.24,00:00.0,0,35,128,7.5,0,174,---,---,---,---,---,---,---,---,---,52.228358,0.1698973
1,921.7,0,03:24.8,01:58.4,4.22,00:00.0,0,35,129,7.7,0,173,---,---,---,---,---,---,---,---,---,52.2282934,0.1698567
1,928.7,0,03:26.4,01:56.5,4.29,00:00.0,0,35,130,7,0,173,---,---,---,---,---,---,---,---,---,52.2282356,0.1698171
1,936.6,0,03:28.4,01:56.0,4.31,00:00.0,0,35,131,7.9,0,173,---,---,---,---,---,---,---,---,---,52.2281706,0.1697716
1,943.8,0,03:29.8,01:53.6,4.4,00:00.0,0,33.5,132,7.2,0,173,---,---,---,---,---,---,---,---,---,52.2281126,0.1697233
1,950.6,0,03:31.5,01:54.1,4.38,00:00.0,0,35,133,6.8,0,173,---,---,---,---,---,---,---,---,---,52.2280595,0.1696739
1,958.8,0,03:33.4,01:56.5,4.29,00:00.0,0,35,134,8.1,0,173,---,---,---,---,---,---,---,---,---,52.2279957,0.1696156
1,965.8,0,03:35.0,01:58.7,4.21,00:00.0,0,33.5,135,7,0,174,---,---,---,---,---,---,---,---,---,52.2279404,0.1695668
1,973.2,0,03:36.8,01:57.9,4.24,00:00.0,0,35,136,7.4,0,174,---,---,---,---,---,---,---,---,---,52.2278859,0.1695046
1,980.7,0,03:38.6,01:59.6,4.18,00:00.0,0,33.5,137,7.5,0,174,---,---,---,---,---,---,---,---,---,52.2278319,0.1694377
1,987.5,0,03:40.4,02:01.9,4.1,00:00.0,0,33.5,138,6.8,0,173,---,---,---,---,---,---,---,---,---,52.2277826,0.1693778
1,995.7,0,03:42.2,01:57.6,4.25,00:00.0,0,33.5,139,8.2,0,174,---,---,---,---,---,---,---,---,---,52.2277275,0.1692992
1,1002.5,0,03:43.8,01:58.4,4.22,00:00.0,0,35,140,6.8,0,173,---,---,---,---,---,---,---,---,---,52.227684,0.1692283
1,1010,0,03:45.6,02:00.7,4.14,00:00.0,0,33.5,141,7.4,0,173,---,---,---,---,---,---,---,---,---,52.22764,0.1691462
1,1017.6,0,03:47.4,02:00.4,4.15,00:00.0,0,35,142,7.6,0,173,---,---,---,---,---,---,---,---,---,52.2275952,0.1690619
1,1024.4,0,03:49.0,01:59.3,4.19,00:00.0,0,35,143,6.9,0,173,---,---,---,---,---,---,---,---,---,52.2275559,0.1689843
1,1032.3,0,03:50.8,01:57.6,4.25,00:00.0,0,33.5,144,7.8,0,173,---,---,---,---,---,---,---,---,---,52.2275144,0.1688916
1,1038.6,0,03:52.5,01:55.4,4.33,00:00.0,0,35,145,6.4,0,173,---,---,---,---,---,---,---,---,---,52.2274811,0.1688153
1,1047,0,03:54.2,01:52.6,4.44,00:00.0,0,35,146,8.4,0,173,---,---,---,---,---,---,---,---,---,52.2274373,0.1687155
1,1054.8,0,03:56.0,01:55.2,4.34,00:00.0,0,35,147,7.7,0,173,---,---,---,---,---,---,---,---,---,52.2274002,0.1686196
1,1062.5,0,03:57.8,01:55.7,4.32,00:00.0,0,33.5,148,7.8,0,173,---,---,---,---,---,---,---,---,---,52.2273635,0.1685221
1,1069.8,0,03:59.4,01:55.2,4.34,00:00.0,0,35,149,7.2,0,173,---,---,---,---,---,---,---,---,---,52.2273318,0.16843
1,1077.6,0,04:01.4,01:55.2,4.34,00:00.0,0,35,150,7.9,0,173,---,---,---,---,---,---,---,---,---,52.2272992,0.1683277
1,1085.4,0,04:03.0,01:52.3,4.45,00:00.0,0,35,151,7.8,0,173,---,---,---,---,---,---,---,---,---,52.227263,0.1682301
1,1092.5,0,04:04.7,01:52.8,4.43,00:00.0,0,33.5,152,7.1,0,173,---,---,---,---,---,---,---,---,---,52.2272316,0.1681393
1,1100.2,0,04:06.4,01:54.1,4.38,00:00.0,0,35,153,7.7,0,173,---,---,---,---,---,---,---,---,---,52.2271998,0.1680398
1,1107.7,0,04:08.2,01:57.0,4.27,00:00.0,0,35,154,7.5,0,173,---,---,---,---,---,---,---,---,---,52.2271694,0.1679413
1,1114.6,0,04:09.8,01:59.0,4.2,00:00.0,0,33.5,155,6.9,0,173,---,---,---,---,---,---,---,---,---,52.2271385,0.1678529
1,1122.3,0,04:11.6,01:59.3,4.19,00:00.0,0,35,156,7.7,0,173,---,---,---,---,---,---,---,---,---,52.2271049,0.1677544
1,1129.2,0,04:13.4,01:58.2,4.23,00:00.0,0,33.5,157,6.9,0,172,---,---,---,---,---,---,---,---,---,52.2270752,0.1676661
1,1136.9,0,04:15.0,01:54.6,4.36,00:00.0,0,35,158,7.7,0,173,---,---,---,---,---,---,---,---,---,52.227041,0.1675678
1,1144.5,0,04:16.8,01:54.9,4.35,00:00.0,0,33.5,159,7.7,0,173,---,---,---,---,---,---,---,---,---,52.2270062,0.1674708
1,1152.2,0,04:18.6,01:56.2,4.3,00:00.0,0,35,160,7.6,0,172,---,---,---,---,---,---,---,---,---,52.2269691,0.1673769
1,1159.9,0,04:20.4,01:57.9,4.24,00:00.0,0,33.5,161,7.7,0,172,---,---,---,---,---,---,---,---,---,52.2269281,0.1672857
1,1166.9,0,04:22.0,01:57.9,4.24,00:00.0,0,35,162,7,0,172,---,---,---,---,---,---,---,---,---,52.2268903,0.1672035
1,1174.7,0,04:23.8,01:57.9,4.24,00:00.0,0,33.5,163,7.8,0,172,---,---,---,---,---,---,---,---,---,52.2268453,0.1671163
1,1181.6,0,04:25.6,01:57.9,4.24,00:00.0,0,35,164,6.9,0,172,---,---,---,---,---,---,---,---,---,52.2268035,0.1670413
1,1190,0,04:27.4,01:55.2,4.34,00:00.0,0,33.5,165,8.4,0,172,---,---,---,---,---,---,---,---,---,52.2267504,0.1669542
1,1196.8,0,04:29.0,01:56.8,4.28,00:00.0,0,35,166,6.8,0,172,---,---,---,---,---,---,---,---,---,52.2267051,0.1668871
1,1204.2,0,04:30.8,01:59.9,4.17,00:00.0,0,33.5,167,7.4,0,172,---,---,---,---,---,---,---,---,---,52.226653,0.1668196
1,1211.4,0,04:32.6,02:00.4,4.15,00:00.0,0,33.5,168,7.3,0,172,---,---,---,---,---,---,---,---,---,52.226599,0.1667594
1,1218.1,0,04:34.4,02:01.9,4.1,00:00.0,0,35,169,6.7,0,171,---,---,---,---,---,---,---,---,---,52.2265474,0.16671
1,1226.1,0,04:36.2,02:00.7,4.14,00:00.0,0,33.5,170,8,0,172,---,---,---,---,---,---,---,---,---,52.2264825,0.1666589
1,1232.7,0,04:37.8,02:01.0,4.13,00:00.0,0,33.5,171,6.5,0,171,---,---,---,---,---,---,---,---,---,52.2264282,0.1666222
1,1239.8,0,04:39.6,02:03.4,4.05,00:00.0,0,33.5,172,7.1,0,171,---,---,---,---,---,---,---,---,---,52.2263681,0.1665863
1,1247,0,04:41.4,02:03.7,4.04,00:00.0,0,33.5,173,7.2,0,171,---,---,---,---,---,---,---,---,---,52.2263066,0.1665531
1,1254,0,04:43.4,02:04.0,4.03,00:00.0,0,33.5,174,7,0,170,---,---,---,---,---,---,---,---,---,52.2262456,0.1665271
1,1260.9,0,04:45.0,02:03.4,4.05,00:00.0,0,35,175,6.9,0,170,---,---,---,---,---,---,---,---,---,52.2261844,0.1665096
1,1267.4,0,04:46.7,02:03.4,4.05,00:00.0,0,33.5,176,6.5,0,170,---,---,---,---,---,---,---,---,---,52.2261266,0.1665004
1,1275.1,0,04:48.6,02:01.9,4.1,00:00.0,0,33.5,177,7.7,0,170,---,---,---,---,---,---,---,---,---,52.2260575,0.1665007
1,1282.3,0,04:50.4,02:02.2,4.09,00:00.0,0,33.5,178,7.3,0,170,---,---,---,---,---,---,---,---,---,52.2259925,0.1665098
1,1289.5,0,04:52.5,02:02.8,4.07,00:00.0,0,33.5,179,7.2,0,171,---,---,---,---,---,---,---,---,---,52.2259286,0.166523
1,1296.8,0,04:54.0,02:01.9,4.1,00:00.0,0,33.5,180,7.3,0,171,---,---,---,---,---,---,---,---,---,52.2258634,0.1665397
1,1303.7,0,04:55.7,02:01.9,4.1,00:00.0,0,33.5,181,6.8,0,171,---,---,---,---,---,---,---,---,---,52.2258036,0.1665619
1,1310.9,0,04:57.4,01:59.3,4.19,00:00.0,0,33.5,182,7.3,0,171,---,---,---,---,---,---,---,---,---,52.2257403,0.1665867
1,1318.2,0,04:59.2,02:01.3,4.12,00:00.0,0,33.5,183,7.2,0,171,---,---,---,---,---,---,---,---,---,52.2256769,0.1666093
1,1325.6,0,05:01.0,02:02.8,4.07,00:00.0,0,35,184,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2256106,0.1666279
1,1332.4,0,05:02.6,01:58.7,4.21,00:00.0,0,35,185,6.8,0,171,---,---,---,---,---,---,---,---,---,52.2255511,0.1666511
1,1339.4,0,05:04.5,01:56.0,4.31,00:00.0,0,35,186,7,0,170,---,---,---,---,---,---,---,---,---,52.2254904,0.1666761
1,1347,0,05:06.0,01:52.8,4.43,00:00.0,0,35,187,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2254247,0.1667039
1,1354.3,0,05:07.8,01:54.9,4.35,00:00.0,0,33.5,188,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2253601,0.1667288
1,1361.6,0,05:09.6,02:00.4,4.15,00:00.0,0,35,189,7.3,0,171,---,---,---,---,---,---,---,---,---,52.2252963,0.1667512
1,1369,0,05:11.4,02:01.6,4.11,00:00.0,0,33.5,190,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2252309,0.1667731
1,1376,0,05:13.0,02:00.4,4.15,00:00.0,0,35,191,6.9,0,172,---,---,---,---,---,---,---,---,---,52.2251704,0.1667953
1,1383.7,0,05:14.8,01:57.9,4.24,00:00.0,0,33.5,192,7.7,0,172,---,---,---,---,---,---,---,---,---,52.2251028,0.1668199
1,1390.7,0,05:16.6,01:55.2,4.34,00:00.0,0,35,193,7.1,0,172,---,---,---,---,---,---,---,---,---,52.2250406,0.1668407
1,1399,0,05:18.4,01:53.3,4.41,00:00.0,0,33.5,194,8.3,0,172,---,---,---,---,---,---,---,---,---,52.2249683,0.1668682
1,1406.5,0,05:20.2,01:55.7,4.32,00:00.0,0,35,195,7.5,0,172,---,---,---,---,---,---,---,---,---,52.2249023,0.1668907
1,1413.8,0,05:22.0,01:59.0,4.2,00:00.0,0,32,196,7.3,0,172,---,---,---,---,---,---,---,---,---,52.2248377,0.1669123
1,1420.7,0,05:23.6,02:01.9,4.1,00:00.0,0,35,197,6.8,0,172,---,---,---,---,---,---,---,---,---,52.2247777,0.1669324
1,1427.5,0,05:25.4,02:01.6,4.11,00:00.0,0,32,198,6.8,0,171,---,---,---,---,---,---,---,---,---,52.2247178,0.1669551
1,1435.4,0,05:27.2,01:57.9,4.24,00:00.0,0,33.5,199,7.9,0,172,---,---,---,---,---,---,---,---,---,52.2246484,0.1669815
1,1442.8,0,05:29.0,01:59.6,4.18,00:00.0,0,33.5,200,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2245832,0.1670034
1,1450,0,05:30.8,02:01.9,4.1,00:00.0,0,33.5,201,7.2,0,172,---,---,---,---,---,---,---,---,---,52.2245203,0.1670264
1,1457.4,0,05:32.6,02:03.4,4.05,00:00.0,0,33.5,202,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2244556,0.1670487
1,1464.2,0,05:34.4,02:03.1,4.06,00:00.0,0,33.5,203,6.8,0,172,---,---,---,---,---,---,---,---,---,52.2243959,0.1670678
1,1472.1,0,05:36.2,01:57.9,4.24,00:00.0,0,33.5,204,7.9,0,171,---,---,---,---,---,---,---,---,---,52.224326,0.1670902
1,1479.5,0,05:38.0,01:58.7,4.21,00:00.0,0,33.5,205,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2242605,0.167111
1,1486.9,0,05:39.8,02:01.6,4.11,00:00.0,0,33.5,206,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2241954,0.1671317
1,1494.3,0,05:41.6,02:01.3,4.12,00:00.0,0,32,207,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2241302,0.1671507
1,1501.1,0,05:43.5,02:00.4,4.15,00:00.0,0,33.5,208,6.8,0,170,---,---,---,---,---,---,---,---,---,52.2240694,0.1671661
1,1509.1,0,05:45.2,01:57.0,4.27,00:00.0,0,33.5,209,8,0,171,---,---,---,---,---,---,---,---,---,52.2239987,0.1671836
1,1516.4,0,05:47.0,01:58.4,4.22,00:00.0,0,33.5,210,7.3,0,171,---,---,---,---,---,---,---,---,---,52.2239341,0.1672021
1,1523.9,0,05:48.8,02:01.9,4.1,00:00.0,0,33.5,211,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2238679,0.1672215
1,1531.3,0,05:50.6,02:01.3,4.12,00:00.0,0,33,212,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2238027,0.1672439
1,1538.1,0,05:52.4,02:01.0,4.13,00:00.0,0,33.5,213,6.8,0,171,---,---,---,---,---,---,---,---,---,52.2237426,0.1672597
1,1545.8,0,05:54.2,02:01.3,4.12,00:00.0,0,33.5,214,7.7,0,171,---,---,---,---,---,---,---,---,---,52.2236739,0.1672754
1,1553.2,0,05:56.0,02:02.5,4.08,00:00.0,0,32,215,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2236076,0.1672845
1,1560.4,0,05:57.8,02:03.7,4.04,00:00.0,0,33.5,216,7.2,0,171,---,---,---,---,---,---,---,---,---,52.2235431,0.1672915
1,1567.3,0,05:59.6,02:05.3,3.99,00:00.0,0,33.5,217,6.9,0,171,---,---,---,---,---,---,---,---,---,52.223481,0.1672993
1,1573.6,0,06:01.4,02:07.5,3.92,00:00.0,0,32,218,6.3,0,171,---,---,---,---,---,---,---,---,---,52.2234243,0.1673046
1,1581.5,0,06:03.2,02:05.0,4,00:00.0,0,33.5,219,7.8,0,171,---,---,---,---,---,---,---,---,---,52.2233541,0.1673093
1,1588.6,0,06:05.0,02:04.0,4.03,00:00.0,0,33.5,220,7.1,0,171,---,---,---,---,---,---,---,---,---,52.2232902,0.1673157
1,1596.3,0,06:07.0,02:06.5,3.95,00:00.0,0,32,221,7.7,0,170,---,---,---,---,---,---,---,---,---,52.2232207,0.167317
1,1603.5,0,06:08.8,02:08.5,3.89,00:00.0,0,32,222,7.2,0,170,---,---,---,---,---,---,---,---,---,52.2231564,0.1673084
1,1609.8,0,06:10.6,02:08.5,3.89,00:00.0,0,33,223,6.3,0,170,---,---,---,---,---,---,---,---,---,52.2231,0.1672943
1,1617.2,0,06:12.4,02:07.5,3.92,00:00.0,0,32,224,7.4,0,170,---,---,---,---,---,---,---,---,---,52.2230352,0.1672701
1,1624.8,0,06:14.4,02:10.5,3.83,00:00.0,0,30.5,225,7.6,0,170,---,---,---,---,---,---,---,---,---,52.22297,0.1672369
1,1632,0,06:16.5,02:12.2,3.78,00:00.0,0,32,226,7.1,0,170,---,---,---,---,---,---,---,---,---,52.2229116,0.1671939
1,1639.6,0,06:18.2,02:08.2,3.9,00:00.0,0,32,227,7.6,0,170,---,---,---,---,---,---,---,---,---,52.2228506,0.1671431
1,1646.7,0,06:20.0,02:08.5,3.89,00:00.0,0,32,228,7.1,0,170,---,---,---,---,---,---,---,---,---,52.2227952,0.1670919
1,1654.1,0,06:22.0,02:11.2,3.81,00:00.0,0,32,229,7.5,0,170,---,---,---,---,---,---,---,---,---,52.2227407,0.167028
1,1661,0,06:23.8,02:13.3,3.75,00:00.0,0,32,230,6.9,0,170,---,---,---,---,---,---,---,---,---,52.2226914,0.1669671
1,1667.4,0,06:25.6,02:12.6,3.77,00:00.0,0,32,231,6.4,0,170,---,---,---,---,---,---,---,---,---,52.222648,0.1669049
1,1675.6,0,06:27.6,02:08.5,3.89,00:00.0,0,30.5,232,8.2,0,170,---,---,---,---,---,---,---,---,---,52.2225951,0.166822
1,1682.4,0,06:29.4,02:10.5,3.83,00:00.0,0,32,233,6.8,0,170,---,---,---,---,---,---,---,---,---,52.2225536,0.1667489
1,1689.4,0,06:31.4,02:12.6,3.77,00:00.0,0,32,234,7,0,171,---,---,---,---,---,---,---,---,---,52.2225103,0.1666736
1,1696.9,0,06:33.2,02:08.5,3.89,00:00.0,0,33,235,7.5,0,170,---,---,---,---,---,---,---,---,---,52.2224655,0.1665918
1,1703.8,0,06:35.0,02:09.5,3.86,00:00.0,0,32,236,6.9,0,170,---,---,---,---,---,---,---,---,---,52.2224263,0.1665135
1,1710.7,0,06:36.8,02:12.2,3.78,00:00.0,0,32,237,6.9,0,170,---,---,---,---,---,---,---,---,---,52.2223895,0.1664321
1,1717.9,0,06:38.6,02:12.2,3.78,00:00.0,0,33.5,238,7.2,0,170,---,---,---,---,---,---,---,---,---,52.2223494,0.1663498
1,1724.1,0,06:40.4,02:09.8,3.85,00:00.0,0,33.5,239,6.3,0,169,---,---,---,---,---,---,---,---,---,52.2223175,0.1662739
1,1731.7,0,06:42.2,02:05.0,4,00:00.0,0,35,240,7.5,0,170,---,---,---,---,---,---,---,---,---,52.2222821,0.1661801
1,1738.5,0,06:43.8,02:04.3,4.02,00:00.0,0,35,241,6.9,0,170,---,---,---,---,---,---,---,---,---,52.22225,0.1660939
1,1745.4,0,06:45.4,02:00.1,4.16,00:00.0,0,35,242,6.9,0,169,---,---,---,---,---,---,---,---,---,52.2222173,0.1660087
1,1753,0,06:47.2,01:57.3,4.26,00:00.0,0,35.5,243,7.6,0,170,---,---,---,---,---,---,---,---,---,52.2221842,0.1659117
1,1759.9,0,06:48.8,01:57.6,4.25,00:00.0,0,36.5,244,7,0,170,---,---,---,---,---,---,---,---,---,52.222156,0.1658202
1,1767.6,0,06:50.6,01:57.3,4.26,00:00.0,0,35,245,7.7,0,171,---,---,---,---,---,---,---,---,---,52.222123,0.1657213
1,1774.6,0,06:52.5,01:56.0,4.31,00:00.0,0,35,246,6.9,0,171,---,---,---,---,---,---,---,---,---,52.2220947,0.1656306
1,1782.3,0,06:54.0,01:53.8,4.39,00:00.0,0,36.5,247,7.8,0,171,---,---,---,---,---,---,---,---,---,52.2220643,0.1655282
1,1788.8,0,06:55.6,01:53.8,4.39,00:00.0,0,35,248,6.4,0,172,---,---,---,---,---,---,---,---,---,52.2220404,0.1654423
1,1796.6,0,06:57.2,01:51.8,4.47,00:00.0,0,35,249,7.8,0,172,---,---,---,---,---,---,---,---,---,52.2220127,0.1653369
1,1804.2,0,06:59.0,01:51.8,4.47,00:00.0,0,35,250,7.6,0,172,---,---,---,---,---,---,---,---,---,52.2219838,0.1652364
1,1811.8,0,07:00.8,01:54.1,4.38,00:00.0,0,35,251,7.6,0,172,---,---,---,---,---,---,---,---,---,52.2219559,0.1651338
1,1818.8,0,07:02.4,01:56.8,4.28,00:00.0,0,35,252,7,0,172,---,---,---,---,---,---,---,---,---,52.2219324,0.1650394
1,1826.5,0,07:04.4,01:57.6,4.25,00:00.0,0,33.5,253,7.8,0,173,---,---,---,---,---,---,---,---,---,52.2219048,0.1649343
1,1833.5,0,07:05.8,01:54.1,4.38,00:00.0,0,35,254,7,0,173,---,---,---,---,---,---,---,---,---,52.2218797,0.1648409
1,1840.5,0,07:07.6,01:54.4,4.37,00:00.0,0,35,255,7,0,173,---,---,---,---,---,---,---,---,---,52.2218545,0.1647466
1,1848.9,0,07:09.4,01:54.9,4.35,00:00.0,0,35,256,8.4,0,173,---,---,---,---,---,---,---,---,---,52.2218254,0.1646333
1,1856.7,0,07:11.2,01:55.7,4.32,00:00.0,0,33.5,257,7.8,0,173,---,---,---,---,---,---,---,---,---,52.2217994,0.1645274
1,1864.2,0,07:13.0,01:57.3,4.26,00:00.0,0,32,258,7.5,0,173,---,---,---,---,---,---,---,---,---,52.2217731,0.1644253
1,1871.6,0,07:14.8,01:58.2,4.23,00:00.0,0,33.5,259,7.4,0,174,---,---,---,---,---,---,---,---,---,52.2217459,0.1643262
1,1878.5,0,07:16.6,02:00.1,4.16,00:00.0,0,32,260,6.9,0,173,---,---,---,---,---,---,---,---,---,52.2217229,0.1642325
1,1886.9,0,07:18.4,01:59.0,4.2,00:00.0,0,33.5,261,8.4,0,173,---,---,---,---,---,---,---,---,---,52.221695,0.1641177
1,1894.5,0,07:20.2,01:57.3,4.26,00:00.0,0,32,262,7.5,0,173,---,---,---,---,---,---,---,---,---,52.2216667,0.1640174
1,1902.6,0,07:22.5,01:57.9,4.24,00:00.0,0,33.5,263,8.1,0,173,---,---,---,---,---,---,---,---,---,52.2216359,0.1639092
1,1909.2,0,07:23.8,02:00.1,4.16,00:00.0,0,32,264,6.6,0,173,---,---,---,---,---,---,---,---,---,52.2216107,0.1638225
1,1916.3,0,07:25.7,02:02.8,4.07,00:00.0,0,33,265,7.1,0,173,---,---,---,---,---,---,---,---,---,52.2215805,0.1637306
1,1924.2,0,07:27.6,02:03.1,4.06,00:00.0,0,32,266,7.9,0,173,---,---,---,---,---,---,---,---,---,52.2215488,0.1636264
1,1931.5,0,07:29.4,02:04.0,4.03,00:00.0,0,32,267,7.3,0,173,---,---,---,---,---,---,---,---,---,52.2215182,0.1635324
1,1938.6,0,07:31.5,02:05.9,3.97,00:00.0,0,33.5,268,7.1,0,173,---,---,---,---,---,---,---,---,---,52.2214903,0.1634385
1,1946.5,0,07:33.2,02:02.8,4.07,00:00.0,0,32,269,8,0,173,---,---,---,---,---,---,---,---,---,52.2214588,0.1633335
1,1953.9,0,07:35.0,02:02.2,4.09,00:00.0,0,32,270,7.4,0,172,---,---,---,---,---,---,---,---,---,52.2214302,0.1632362
1,1961.3,0,07:36.8,02:02.8,4.07,00:00.0,0,32,271,7.4,0,172,---,---,---,---,---,---,---,---,---,52.2214008,0.1631387
1,1969.5,0,07:38.8,02:02.2,4.09,00:00.0,0,32,272,8.2,0,172,---,---,---,---,---,---,---,---,---,52.2213684,0.1630311
1,1975.5,0,07:40.5,02:02.2,4.09,00:00.0,0,33.5,273,6,0,172,---,---,---,---,---,---,---,---,---,52.221344,0.1629519
1,1984.2,0,07:42.4,01:59.9,4.17,00:00.0,0,32,274,8.6,0,172,---,---,---,---,---,---,---,---,---,52.221309,0.1628388
1,1991.7,0,07:44.2,02:00.7,4.14,00:00.0,0,33,275,7.5,0,172,---,---,---,---,---,---,---,---,---,52.2212774,0.1627417
1,1999.1,0,07:46.0,02:01.3,4.12,00:00.0,0,33.5,276,7.4,0,172,---,---,---,---,---,---,---,---,---,52.2212462,0.1626453
1,2006.4,0,07:47.8,02:00.4,4.15,00:00.0,0,32,277,7.3,0,172,---,---,---,---,---,---,---,---,---,52.2212183,0.1625491
1,2013.2,0,07:49.6,02:01.6,4.11,00:00.0,0,33.5,278,6.8,0,172,---,---,---,---,---,---,---,---,---,52.2211893,0.1624609
1,2021.1,0,07:51.4,02:00.4,4.15,00:00.0,0,33.5,279,7.9,0,171,---,---,---,---,---,---,---,---,---,52.2211578,0.1623568
1,2028.5,0,07:53.2,02:01.0,4.13,00:00.0,0,33.5,280,7.4,0,171,---,---,---,---,---,---,---,---,---,52.2211294,0.1622586
1,2036,0,07:55.0,02:01.6,4.11,00:00.0,0,32,281,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2211008,0.1621591
1,2044,0,07:57.0,02:00.7,4.14,00:00.0,0,32,282,8,0,171,---,---,---,---,---,---,---,---,---,52.2210719,0.1620512
1,2050.5,0,07:58.7,02:00.7,4.14,00:00.0,0,33.5,283,6.5,0,171,---,---,---,---,---,---,---,---,---,52.2210503,0.1619627
1,2057.6,0,08:00.4,02:02.2,4.09,00:00.0,0,33.5,284,7.1,0,171,---,---,---,---,---,---,---,---,---,52.2210294,0.1618647
1,2065.7,0,08:02.4,02:04.0,4.03,00:00.0,0,32,285,8,0,171,---,---,---,---,---,---,---,---,---,52.2210033,0.1617546
1,2073.2,0,08:04.5,02:01.9,4.1,00:00.0,0,33.5,286,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2209798,0.1616512
1,2080.7,0,08:06.0,01:57.9,4.24,00:00.0,0,33.5,287,7.5,0,171,---,---,---,---,---,---,---,---,---,52.2209584,0.1615474
1,2087.4,0,08:07.7,01:58.2,4.23,00:00.0,0,33.5,288,6.8,0,170,---,---,---,---,---,---,---,---,---,52.2209391,0.1614534
1,2095.5,0,08:09.6,01:58.7,4.21,00:00.0,0,33.5,289,8.1,0,171,---,---,---,---,---,---,---,---,---,52.220918,0.1613392
1,2103.4,0,08:11.4,01:57.6,4.25,00:00.0,0,33.5,290,7.8,0,171,---,---,---,---,---,---,---,---,---,52.2208972,0.1612295
1,2110.5,0,08:13.0,01:55.7,4.32,00:00.0,0,33.5,291,7.2,0,171,---,---,---,---,---,---,---,---,---,52.2208781,0.1611293
1,2118.4,0,08:14.8,01:53.3,4.41,00:00.0,0,35,292,7.8,0,171,---,---,---,---,---,---,---,---,---,52.220859,0.1610188
1,2124.7,0,08:16.5,01:52.6,4.44,00:00.0,0,33.5,293,6.3,0,171,---,---,---,---,---,---,---,---,---,52.2208451,0.1609286
1,2133.6,0,08:18.2,01:50.1,4.54,00:00.0,0,35,294,8.9,0,171,---,---,---,---,---,---,---,---,---,52.2208216,0.1608032
1,2141.9,0,08:20.0,01:47.7,4.64,00:00.0,0,35,295,8.3,0,171,---,---,---,---,---,---,---,---,---,52.2207997,0.1606871
